Id,MSSubClass,LotArea,PoolArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MiscVal,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,TotRmsAbvGrd,Fireplaces,MoSold,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,SalePrice
439,30,4280,0,5,6,1913,2002,0,365,0,75,440,694,0,0,694,4,1,3,1,352,0,0,34,0,0,90350
440,50,12354,0,6,8,1920,2000,800,0,0,684,684,684,512,0,1196,7,0,8,2,528,0,46,0,0,0,110000
441,20,15431,0,10,5,2008,2008,0,1767,539,788,3094,2402,0,0,2402,10,2,4,3,672,0,72,0,0,170,555000
442,90,12108,0,4,4,1955,1955,0,133,0,1307,1440,1440,0,0,1440,8,0,9,0,0,0,0,0,0,0,118000
443,50,6240,0,5,7,1930,1992,0,0,0,1078,1078,1128,445,0,1573,8,1,6,2,360,0,0,0,0,0,162900
444,120,3922,0,7,5,2006,2007,0,0,0,1258,1258,1258,0,0,1258,6,1,6,3,648,144,16,0,0,0,172500
445,60,8750,0,7,5,1994,1995,0,642,0,273,915,933,975,0,1908,8,1,7,2,493,144,133,0,0,0,210000
446,20,9855,0,6,5,1956,1956,0,0,0,1436,1436,1689,0,0,1689,7,1,11,2,480,0,0,0,0,0,127500
447,20,16492,0,6,6,1966,2002,0,247,713,557,1517,1888,0,0,1888,6,1,6,2,578,0,0,0,0,0,190000
448,60,11214,0,7,5,1998,1999,0,0,0,930,930,956,930,0,1886,10,1,7,2,431,89,0,0,0,0,199900
449,50,8600,0,6,6,1937,1950,0,0,0,780,780,780,596,0,1376,7,1,6,1,198,0,0,0,0,0,119500
450,50,6000,0,3,7,1948,2002,0,331,0,318,649,679,504,0,1183,6,0,6,1,308,0,176,0,0,0,120000
451,30,5684,0,6,8,1930,2005,0,0,0,813,813,813,0,0,813,5,0,6,1,270,0,113,0,0,0,110000
452,20,70761,0,7,5,1975,1975,0,655,0,878,1533,1533,0,0,1533,5,2,12,2,576,200,54,0,0,0,280000
453,60,9303,0,6,5,1996,1997,0,742,0,130,872,888,868,0,1756,7,0,7,2,422,144,122,0,0,0,204000
454,60,9000,0,8,5,2008,2008,0,0,0,768,768,786,804,0,1590,6,0,6,2,676,0,30,0,0,0,210000
455,90,9297,0,5,5,1976,1976,0,1606,0,122,1728,1728,0,0,1728,8,0,7,2,560,0,0,0,0,0,188000
456,20,9600,0,7,6,1973,1973,0,916,0,326,1242,1242,0,0,1242,6,1,9,2,528,0,0,0,0,0,175500
457,70,4571,0,5,5,1916,1950,0,0,0,624,624,624,720,0,1344,7,0,5,3,513,0,0,96,0,0,98000
458,20,53227,0,4,6,1954,1994,0,1116,0,248,1364,1663,0,0,1663,6,2,3,2,529,224,137,0,0,0,256000
459,70,5100,0,8,7,1925,1996,0,0,0,588,588,833,833,0,1666,7,1,6,1,228,192,63,0,0,0,161000
460,50,7015,0,5,4,1950,1950,0,185,0,524,709,979,224,0,1203,5,1,7,1,352,0,0,248,0,0,110000
461,60,8004,0,8,5,2009,2009,0,544,0,288,832,832,1103,0,1935,8,0,12,2,552,0,150,0,0,0,263435
462,70,7200,0,7,9,1936,2007,0,350,210,0,560,575,560,0,1135,6,0,4,2,576,256,0,0,0,0,155000
463,20,8281,0,5,5,1965,1965,0,553,311,0,864,864,0,0,864,5,1,12,1,360,0,0,236,0,0,62383
464,70,11988,0,6,7,1934,1995,0,326,0,389,715,849,811,0,1660,6,1,8,1,240,0,0,0,0,0,188700
465,20,8430,0,5,5,1978,1978,0,616,0,424,1040,1040,0,0,1040,5,0,8,0,0,0,0,0,0,0,124000
466,120,3072,0,7,5,2004,2004,0,0,0,1375,1375,1414,0,0,1414,6,1,5,2,398,144,20,0,0,0,178740
467,20,10628,0,7,5,1970,1970,0,778,0,499,1277,1277,0,0,1277,5,1,4,2,526,0,0,0,0,176,167000
468,70,9480,0,5,7,1942,1995,0,386,0,342,728,888,756,0,1644,7,2,6,1,312,168,0,0,0,0,146500
469,20,11428,0,8,5,2006,2006,0,0,0,1626,1626,1634,0,0,1634,7,1,5,3,866,0,44,0,0,0,250000
470,60,9291,0,6,5,1993,1993,0,426,0,406,832,832,878,0,1710,7,0,6,2,506,144,70,0,0,0,187000
471,120,6820,0,8,5,1985,1985,0,368,1120,0,1488,1502,0,0,1502,4,0,6,2,528,0,54,0,0,140,212000
472,60,11952,0,7,6,1977,1977,0,0,0,808,808,1161,808,0,1969,8,1,11,2,534,0,0,0,0,276,190000
473,180,3675,0,6,5,2005,2005,0,459,0,88,547,1072,0,0,1072,5,0,6,2,525,0,28,0,0,0,148000
474,20,14977,0,8,5,2006,2007,0,1350,0,626,1976,1976,0,0,1976,7,1,7,3,908,250,63,0,0,0,440000
475,120,5330,0,8,5,2000,2000,0,1196,0,298,1494,1652,0,0,1652,6,0,8,2,499,96,48,0,0,0,251000
476,20,8480,0,5,6,1963,1963,0,630,0,340,970,970,0,0,970,5,0,7,2,624,0,24,0,0,192,132500
477,20,13125,0,6,5,1997,1998,0,994,0,484,1478,1493,0,0,1493,7,1,4,2,508,140,39,0,0,0,208900
478,60,13693,0,9,5,2006,2006,0,0,0,2153,2153,2069,574,0,2643,9,1,3,3,694,414,84,0,0,0,380000
479,20,10637,0,8,5,2007,2008,0,1288,0,417,1705,1718,0,0,1718,7,1,9,3,826,208,44,0,0,0,297000
480,30,5925,0,4,7,1937,2000,0,168,0,739,907,1131,0,0,1131,7,0,3,2,672,0,72,0,0,0,89471
481,20,16033,0,9,5,2004,2005,0,1261,0,572,1833,1850,0,0,1850,8,1,3,3,772,519,112,0,0,0,326000
482,20,11846,0,9,5,2003,2004,0,1567,0,225,1792,1792,0,0,1792,6,1,8,3,874,206,49,0,0,0,374000
483,70,2500,0,7,8,1915,2005,0,299,0,611,910,916,910,0,1826,7,1,6,1,164,0,0,0,0,0,155000
484,120,4500,0,6,5,1998,1998,0,897,0,319,1216,1216,0,0,1216,5,0,5,2,402,0,125,0,0,0,164000
485,20,7758,0,5,7,1962,2001,0,588,0,411,999,999,0,0,999,6,0,3,1,264,0,132,0,0,0,132500
486,20,9600,0,5,7,1950,2007,0,607,0,506,1113,1113,0,0,1113,5,1,7,1,264,0,80,120,0,0,147000
487,20,10289,0,5,7,1965,1965,0,836,0,237,1073,1073,0,0,1073,6,0,6,2,515,0,0,0,0,0,156000
488,20,12243,0,5,6,1971,1971,0,998,0,486,1484,1484,0,0,1484,7,1,2,2,487,224,0,0,0,180,175000
489,190,10800,0,5,4,1900,1970,0,664,0,290,954,1766,648,0,2414,10,1,5,2,520,142,0,0,0,0,160000
490,180,1526,0,4,8,1970,2002,0,515,0,115,630,630,0,0,630,3,0,5,1,286,0,0,0,0,0,86000
491,160,2665,0,5,6,1976,1976,0,0,0,264,264,616,688,0,1304,4,1,6,1,336,141,24,0,0,0,115000
492,50,9490,0,6,7,1941,1950,0,403,165,238,806,958,620,0,1578,5,2,8,1,240,0,0,32,0,0,133000
493,60,15578,0,6,5,2006,2006,0,0,0,728,728,728,728,0,1456,8,0,5,2,429,0,0,0,0,0,172785
494,20,7931,0,5,6,1960,1960,0,374,532,363,1269,1269,0,0,1269,6,1,6,1,308,0,0,0,0,0,155000
495,30,5784,0,5,8,1938,1996,0,0,0,190,190,886,0,0,886,4,0,12,1,273,144,20,80,0,0,91300
496,30,7879,0,4,5,1920,1950,0,495,0,225,720,720,0,0,720,4,0,11,0,0,0,523,115,0,0,34900
497,20,12692,0,8,5,1992,1993,0,1231,0,1969,3200,3228,0,0,3228,10,1,5,2,546,264,75,291,0,0,430000
498,50,9120,0,7,6,1925,1950,0,329,0,697,1026,1133,687,0,1820,8,0,6,1,240,0,100,0,0,0,184000
499,20,7800,0,5,7,1967,2004,0,450,0,414,864,899,0,0,899,5,0,6,1,288,64,0,0,0,0,130000
500,20,7535,0,5,7,1958,1985,480,111,279,522,912,912,0,0,912,5,0,6,1,297,12,285,0,0,0,120000
501,160,1890,0,6,5,1973,1973,0,356,0,316,672,672,546,0,1218,7,0,5,1,264,144,28,0,0,0,113000
502,60,9803,0,7,5,2005,2005,0,400,0,466,866,866,902,0,1768,7,0,2,2,603,0,108,0,0,0,226700
503,20,9170,0,5,7,1965,1965,400,698,96,420,1214,1214,0,0,1214,6,0,4,2,461,0,0,184,0,0,140000
504,20,15602,0,7,8,1959,1997,0,1247,0,254,1501,1801,0,0,1801,6,2,3,2,484,0,54,0,0,161,289000
505,160,2308,0,6,5,1974,1974,0,257,495,103,855,855,467,0,1322,6,1,6,2,440,260,0,0,0,0,147000
506,90,7596,0,5,5,1952,1952,0,0,0,960,960,960,1000,0,1960,10,0,7,2,400,0,0,0,0,0,124500
507,60,9554,0,8,5,1993,1994,0,380,0,397,777,1065,846,0,1911,8,1,9,2,471,182,81,0,0,0,215000
508,20,7862,0,6,5,2009,2009,0,27,0,1191,1218,1218,0,0,1218,4,0,9,2,676,0,102,0,0,0,208300
509,70,9600,0,7,9,1928,2005,0,141,0,548,689,689,689,0,1378,7,1,10,2,360,0,0,116,0,0,161000
510,20,9600,0,5,6,1959,1959,0,991,0,50,1041,1041,0,0,1041,6,0,7,1,270,224,88,0,0,0,124500
511,20,14559,0,5,7,1951,2000,2000,650,180,178,1008,1363,0,0,1363,6,2,6,1,288,324,42,0,0,168,164900
512,120,6792,0,7,5,2005,2006,0,0,0,1368,1368,1368,0,0,1368,6,1,3,2,474,132,35,0,0,0,202665
513,20,9100,0,5,5,1958,1958,0,521,174,169,864,864,0,0,864,5,0,7,2,624,0,0,0,0,0,129900
514,20,9187,0,6,5,1983,1983,0,336,0,748,1084,1080,0,0,1080,5,0,6,2,484,120,0,158,0,0,134000
515,45,10594,0,5,5,1926,1950,0,0,0,768,768,789,0,0,789,5,0,6,1,200,0,0,112,0,0,96500
516,20,12220,0,10,5,2009,2009,0,1436,0,570,2006,2020,0,0,2020,9,1,9,3,900,156,54,0,0,0,402861
517,80,10448,0,6,6,1972,1972,0,0,0,689,689,1378,741,0,2119,7,1,8,2,583,0,104,0,0,0,158000
518,60,10208,0,7,5,1996,1997,0,0,0,1264,1264,1277,1067,0,2344,7,1,7,3,889,220,0,0,0,0,265000
519,60,9531,0,6,5,1998,1998,0,706,0,88,794,882,914,0,1796,7,0,5,2,546,0,36,0,0,0,211000
520,70,10918,0,7,9,1926,2004,0,0,0,1276,1276,1276,804,0,2080,9,2,6,1,282,0,0,0,0,145,234000
521,190,10800,0,4,7,1900,2000,0,0,0,0,0,694,600,0,1294,7,0,8,0,0,220,114,210,0,0,106250
522,20,11988,0,6,6,1957,1957,0,777,0,467,1244,1244,0,0,1244,6,2,5,1,336,0,40,0,0,0,150000
523,50,5000,0,6,7,1947,1950,0,399,0,605,1004,1004,660,0,1664,7,2,10,2,420,0,24,36,0,0,159000
524,60,40094,0,10,5,2007,2008,0,2260,0,878,3138,3138,1538,0,4676,11,1,10,3,884,208,406,0,0,0,184750
525,60,11787,0,7,5,1996,1997,0,719,0,660,1379,1383,1015,0,2398,8,1,8,3,834,239,60,0,0,0,315750
526,20,7500,0,7,5,2005,2005,0,0,0,1257,1257,1266,0,0,1266,6,1,4,2,453,38,144,0,0,0,176000
527,20,13300,0,5,7,1956,2000,0,377,0,551,928,928,0,0,928,4,0,6,1,252,261,0,156,0,0,132000
528,60,14948,0,9,5,2008,2008,0,1330,0,122,1452,1476,1237,0,2713,11,1,11,3,858,126,66,0,0,0,446261
529,30,9098,0,4,7,1920,2002,0,348,0,180,528,605,0,0,605,5,0,7,0,0,0,0,144,0,0,86000
530,20,32668,0,6,3,1957,1975,0,1219,0,816,2035,2515,0,0,2515,9,2,3,2,484,0,0,200,0,0,200624
531,80,10200,0,6,5,1988,1989,0,783,0,678,1461,1509,0,0,1509,5,1,8,2,600,224,0,0,0,0,175000
532,70,6155,0,6,8,1920,1999,0,0,0,611,611,751,611,0,1362,6,0,6,2,502,0,0,84,0,0,128000
533,20,7200,0,5,7,1955,2007,0,0,0,0,0,827,0,0,827,5,1,4,1,392,0,0,0,0,0,107500
534,20,5000,0,1,3,1946,1950,0,0,0,0,0,334,0,0,334,2,0,1,0,0,0,0,0,0,0,39300
535,60,9056,0,8,5,2004,2004,0,0,0,707,707,707,707,0,1414,6,1,10,2,403,100,35,0,0,0,178000
536,190,7000,0,5,7,1910,1991,0,969,0,148,1117,820,527,0,1347,5,0,1,0,0,85,0,148,0,0,107500
537,60,8924,0,7,5,1998,1999,0,0,0,880,880,880,844,0,1724,8,0,7,2,527,120,155,0,0,0,188000
538,20,12735,0,4,5,1972,1972,0,600,0,264,864,864,0,0,864,5,0,4,2,576,216,0,0,0,0,111250
539,20,11553,0,5,5,1968,1968,0,673,0,378,1051,1159,0,0,1159,7,1,7,1,336,466,0,0,0,0,158000
540,20,11423,0,8,5,2001,2002,2000,1358,0,223,1581,1601,0,0,1601,6,1,5,2,670,180,0,0,0,0,272000
541,20,14601,0,9,5,2006,2006,0,1260,0,578,1838,1838,0,0,1838,8,1,3,3,765,270,68,0,0,0,315000
542,60,11000,0,8,5,2000,2000,0,0,0,969,969,997,1288,0,2285,8,1,6,3,648,0,56,0,0,0,248000
543,20,10140,0,7,5,1998,1999,0,144,1127,379,1650,1680,0,0,1680,7,1,6,2,583,78,73,0,0,0,213250
544,120,4058,0,7,5,1998,1998,0,584,139,0,723,767,0,0,767,4,0,6,1,367,120,40,0,0,0,133000
545,60,17104,0,7,5,2006,2006,0,554,0,100,654,664,832,0,1496,7,1,9,2,426,100,24,0,0,0,179665
546,50,13837,0,7,5,1988,1988,0,1002,202,0,1204,1377,806,0,2183,9,0,2,3,786,0,0,0,0,0,229000
547,50,8737,0,6,7,1923,1950,0,300,0,765,1065,915,720,0,1635,6,1,5,2,440,0,38,0,144,0,210000
548,85,7244,0,5,7,1970,1970,0,619,0,149,768,768,0,0,768,5,0,4,2,624,104,0,0,0,0,129500
549,20,8235,0,5,7,1955,1995,0,180,645,0,825,825,0,0,825,4,0,6,2,720,140,50,0,0,0,125000
550,60,9375,0,7,5,2003,2004,0,0,0,912,912,912,1182,0,2094,8,1,11,2,615,182,182,0,0,0,263000
551,120,4043,0,6,6,1977,1977,0,559,0,510,1069,1069,0,0,1069,4,0,10,2,440,0,55,0,0,200,140000
552,20,6000,0,5,6,1957,1957,0,308,0,620,928,928,0,0,928,5,0,6,1,288,0,0,0,0,0,112500
553,20,11146,0,8,5,2006,2006,0,0,0,1709,1709,1717,0,0,1717,7,1,7,3,908,169,39,0,0,0,255500
554,20,8777,0,4,5,1949,2003,0,0,0,0,0,1126,0,0,1126,5,0,5,2,520,0,96,0,0,0,108000
555,60,10625,0,7,5,2003,2004,0,866,0,132,998,1006,1040,0,2046,8,1,8,3,871,320,62,0,0,0,284000
556,45,6380,0,5,6,1922,1950,0,0,0,993,993,1048,0,0,1048,5,1,8,1,280,0,0,116,0,0,113000
557,20,14850,0,5,5,1957,1957,0,895,0,197,1092,1092,0,0,1092,6,1,5,1,299,268,0,0,0,122,141000
558,50,11040,0,4,6,1920,1950,0,637,0,0,637,897,439,0,1336,7,0,9,1,570,0,47,120,0,0,108000
559,60,21872,0,7,5,1996,1997,0,604,0,125,729,729,717,0,1446,6,1,8,2,406,264,22,0,0,0,175000
560,120,3196,0,7,5,2003,2004,0,0,0,1374,1374,1557,0,0,1557,7,1,10,2,420,143,20,0,0,0,234000
561,20,11341,0,5,6,1957,1996,0,1302,0,90,1392,1392,0,0,1392,5,1,5,2,528,0,0,0,0,95,121500
562,20,10010,0,5,5,1974,1975,0,1071,123,195,1389,1389,0,0,1389,6,1,4,2,418,240,38,0,0,0,170000
563,30,13907,0,5,6,1940,1969,0,290,0,706,996,996,0,0,996,6,1,7,0,0,144,0,0,0,0,108000
564,50,21780,0,6,7,1918,1950,0,0,0,1163,1163,1163,511,0,1674,8,1,7,2,396,72,36,0,0,144,185000
565,60,13346,0,7,5,1992,2000,0,728,0,367,1095,1166,1129,0,2295,9,1,7,2,590,0,40,0,0,0,268000
566,70,6858,0,6,4,1915,1950,0,0,0,806,806,841,806,0,1647,6,0,5,1,216,0,66,136,0,0,128000
567,60,11198,0,9,5,2005,2007,0,0,0,1122,1122,1134,1370,0,2504,11,1,6,3,656,144,39,0,0,0,325000
568,20,10171,0,7,5,2004,2004,0,2,0,1515,1517,1535,0,0,1535,7,0,3,2,532,0,0,0,0,0,214000
569,50,12327,0,8,8,1983,2009,0,1441,0,55,1496,1496,636,0,2132,5,1,9,2,612,349,40,0,0,0,316600
570,90,7032,0,5,5,1979,1979,0,943,0,0,943,943,0,0,943,4,2,12,2,600,42,0,0,0,0,135960
571,90,13101,0,5,5,1965,1965,0,231,0,1497,1728,1728,0,0,1728,10,0,11,2,576,0,0,0,0,0,142600
572,20,7332,0,6,6,1959,1959,0,414,0,450,864,864,0,0,864,4,0,10,1,288,168,0,0,0,0,120000
573,60,13159,0,7,5,2009,2009,0,0,0,846,846,846,846,0,1692,6,0,7,2,650,208,114,0,0,0,224500
574,80,9967,0,7,5,2000,2000,0,0,0,384,384,774,656,0,1430,8,1,12,2,400,100,0,0,0,0,170000
575,80,10500,0,5,7,1971,2005,0,349,0,23,372,576,533,0,1109,5,0,12,1,288,35,0,0,0,0,139000
576,50,8480,0,5,5,1947,1950,0,442,0,390,832,832,384,0,1216,6,0,10,1,336,158,0,102,0,0,118500
577,50,6292,0,7,7,1928,1950,0,0,0,861,861,877,600,0,1477,6,1,8,1,216,0,50,0,0,0,145000
578,80,11777,0,5,6,1966,1966,0,328,551,285,1164,1320,0,0,1320,6,2,5,2,564,160,68,240,0,0,164500
579,160,3604,0,7,5,2007,2007,0,0,0,689,689,703,689,0,1392,5,0,2,2,540,0,102,0,0,0,146000
580,50,12150,0,5,5,1954,1954,0,0,0,1050,1050,1050,745,0,1795,7,0,11,1,352,0,0,0,0,0,131500
581,20,14585,0,6,6,1960,1987,0,594,219,331,1144,1429,0,0,1429,7,2,6,2,572,216,110,0,0,0,181900
582,20,12704,0,8,5,2008,2009,0,0,0,2042,2042,2042,0,0,2042,8,1,8,3,1390,0,90,0,0,0,253293
583,90,11841,0,6,5,1990,1990,0,816,0,0,816,816,0,0,816,5,0,5,0,0,0,32,0,0,0,118500
584,75,13500,0,10,9,1893,2000,0,0,0,1237,1237,1521,1254,0,2775,9,1,7,2,880,105,502,0,0,0,325000
585,50,6120,0,4,7,1935,1995,0,0,0,884,884,989,584,0,1573,6,0,7,1,240,0,0,54,0,120,133000
586,20,11443,0,8,5,2005,2006,0,1460,0,408,1868,2028,0,0,2028,7,2,3,3,880,326,66,0,0,0,369900
587,30,10267,0,6,7,1918,2000,0,210,606,0,816,838,0,0,838,5,0,5,1,275,0,0,112,0,0,130000
588,85,8740,0,5,6,1982,1982,0,672,0,168,840,860,0,0,860,4,0,7,2,528,0,0,0,0,0,137000
589,20,25095,0,5,8,1968,2003,0,1324,0,113,1437,1473,0,0,1473,5,2,6,1,452,0,48,0,0,60,143000
590,40,9100,0,5,6,1930,1960,600,0,0,742,742,779,0,156,935,4,0,8,1,308,0,0,0,0,0,79500
591,60,8320,0,7,5,2004,2004,0,490,0,280,770,770,812,0,1582,6,0,9,2,520,0,45,0,0,0,185900
592,60,13478,0,10,5,2008,2008,0,1338,0,384,1722,1728,568,0,2296,10,1,6,3,842,382,274,0,0,0,451950
593,20,6600,0,5,8,1982,2003,0,816,0,0,816,816,0,0,816,4,0,6,2,816,0,0,0,0,0,138000
594,120,4435,0,6,5,2003,2003,0,685,0,163,848,848,0,0,848,4,0,5,2,420,140,0,0,0,0,140000
595,20,7990,0,5,6,1975,1975,0,0,0,924,924,924,0,0,924,5,0,4,1,280,0,0,0,0,0,110000
596,20,11302,0,8,5,2005,2006,0,1422,0,392,1814,1826,0,0,1826,7,1,8,3,758,180,75,0,0,120,319000
597,70,3600,0,6,7,1910,1993,0,0,0,684,684,684,684,0,1368,7,0,10,1,216,0,158,0,0,0,114504
598,120,3922,0,7,5,2006,2007,0,0,0,1258,1258,1402,0,0,1402,7,1,2,3,648,120,16,0,0,0,194201
599,20,12984,0,5,6,1977,1977,0,1283,147,0,1430,1647,0,0,1647,7,1,3,2,621,0,0,0,0,0,217500
600,160,1950,0,6,6,1980,1980,0,81,612,23,716,716,840,0,1556,6,1,7,2,452,161,0,0,0,0,151000
601,60,10927,0,8,5,2005,2005,0,546,0,512,1058,1058,846,0,1904,8,1,6,2,736,179,60,0,0,0,275000
602,50,9000,0,6,6,1937,1950,0,0,0,780,780,780,595,0,1375,6,1,12,1,544,0,162,0,0,126,141000
603,60,10041,0,8,5,1992,1992,0,789,0,119,908,927,988,0,1915,8,1,2,2,506,120,150,0,0,0,220000
604,160,3182,0,7,5,2004,2005,0,0,0,600,600,600,600,0,1200,4,0,6,2,480,0,172,0,0,0,151000
605,20,12803,0,7,5,2002,2002,0,922,0,572,1494,1494,0,0,1494,6,1,9,2,530,192,36,0,0,0,221000
606,60,13600,0,7,6,1965,1990,0,454,0,314,768,1186,800,0,1986,7,3,10,2,486,0,42,0,0,189,205000
607,20,12464,0,5,5,1996,1996,0,732,0,308,1040,1040,0,0,1040,6,0,11,2,576,168,0,0,0,0,152000
608,20,7800,0,5,8,1948,2002,0,603,0,293,896,1112,896,0,2008,8,0,8,1,230,103,0,0,0,0,225000
609,70,12168,0,8,6,1934,1998,0,428,0,537,965,1940,1254,0,3194,10,2,9,2,380,0,0,0,0,0,359100
610,20,7943,0,4,5,1961,1961,0,903,0,126,1029,1029,0,0,1029,5,0,4,1,261,64,0,39,0,0,118500
611,60,11050,0,9,5,2000,2000,0,904,0,536,1440,1476,677,0,2153,8,2,5,3,736,253,142,0,0,0,313000
612,80,10395,0,6,6,1978,1978,500,605,0,427,1032,1032,0,0,1032,6,1,7,2,564,0,0,0,0,0,148000
613,60,11885,0,8,5,2001,2001,0,990,0,309,1299,1299,573,0,1872,7,1,11,2,531,160,122,0,0,0,261500
614,20,8402,0,5,5,2007,2007,0,206,0,914,1120,1120,0,0,1120,6,0,12,0,0,0,30,0,0,0,147000
615,180,1491,0,4,6,1972,1972,0,150,480,0,630,630,0,0,630,3,0,5,0,0,96,24,0,0,0,75500
616,85,8800,0,6,7,1963,1963,0,763,0,173,936,1054,0,0,1054,6,0,5,2,480,120,0,0,0,0,137500
617,60,7861,0,6,5,2002,2003,0,457,0,326,783,807,702,0,1509,7,1,6,2,393,100,75,0,0,0,183200
618,45,7227,0,6,6,1954,1954,0,0,0,832,832,832,0,0,832,4,0,6,2,528,0,0,0,0,0,105500
619,20,11694,0,9,5,2007,2007,0,48,0,1774,1822,1828,0,0,1828,9,1,7,3,774,0,108,0,0,260,314813
620,60,12244,0,8,5,2003,2003,0,871,0,611,1482,1482,780,0,2262,10,2,8,3,749,168,0,0,0,0,305000
621,30,8248,0,3,3,1914,1950,0,41,0,823,864,864,0,0,864,5,0,9,0,0,0,0,100,0,0,67000
622,60,10800,0,6,7,1974,1997,0,956,182,384,1522,1548,1066,0,2614,9,1,6,2,624,38,243,0,0,0,240000
623,20,7064,0,5,6,1977,1977,0,560,0,420,980,980,0,0,980,6,0,7,2,484,192,0,0,0,0,135000
624,160,2117,0,6,5,2000,2000,0,420,0,336,756,756,756,0,1512,4,1,6,2,440,0,32,0,0,0,168500
625,60,10400,0,6,5,1972,1972,0,247,0,485,732,1012,778,0,1790,8,1,11,2,484,148,0,0,0,147,165150
626,20,10000,0,6,6,1962,1962,0,0,0,1116,1116,1116,0,0,1116,5,0,2,2,440,0,0,0,0,385,160000
627,20,12342,0,5,5,1960,1978,600,0,0,978,978,1422,0,0,1422,6,1,8,1,286,0,0,36,0,0,139900
628,80,9600,0,6,6,1955,1972,0,674,132,350,1156,1520,0,0,1520,7,2,3,1,364,0,0,189,0,0,153000
629,60,11606,0,5,5,1969,1969,0,650,0,390,1040,1040,1040,0,2080,9,2,9,2,504,335,0,0,0,0,135000
630,80,9020,0,6,5,1964,1964,0,624,336,288,1248,1350,0,0,1350,6,0,6,2,520,176,0,0,0,0,168500
631,70,9000,0,5,6,1880,1991,0,0,0,636,636,1089,661,0,1750,8,0,6,1,240,0,0,293,0,0,124000
632,120,4590,0,8,5,2006,2006,0,24,0,1530,1554,1554,0,0,1554,6,1,8,2,627,156,73,0,0,0,209500
633,20,11900,0,7,5,1977,1977,0,822,0,564,1386,1411,0,0,1411,6,1,4,2,544,192,0,0,0,0,82500
634,20,9250,0,5,7,1954,2005,0,480,468,108,1056,1056,0,0,1056,6,0,7,1,260,390,0,0,0,0,139400
635,90,6979,0,6,5,1980,1980,600,1056,0,0,1056,1056,0,0,1056,4,0,6,2,576,264,56,0,0,0,144000
636,190,10896,0,6,7,1914,1995,0,256,0,1184,1440,1440,1440,515,3395,14,0,3,0,0,0,110,0,0,0,200000
637,30,6120,0,2,3,1936,1950,0,0,0,264,264,800,0,0,800,4,1,1,0,0,0,0,0,0,0,60000
638,190,6000,0,5,4,1954,1954,0,0,0,811,811,811,576,0,1387,7,0,11,1,256,0,0,0,0,0,93000
639,30,8777,0,5,7,1910,1950,0,0,0,796,796,796,0,0,796,4,0,5,0,0,328,0,164,0,0,85000
640,120,3982,0,8,5,2006,2006,0,1154,0,366,1520,1567,0,0,1567,7,1,10,3,648,312,0,0,0,0,264561
641,120,12677,0,8,5,2003,2004,0,1218,0,300,1518,1518,0,0,1518,6,1,4,2,588,185,140,0,0,0,274000
642,60,7050,0,7,5,2001,2001,0,738,0,319,1057,1057,872,0,1929,7,1,5,2,650,0,235,0,0,0,226000
643,80,13860,0,8,7,1972,1995,0,1410,0,542,1952,2000,704,0,2704,9,3,7,2,538,269,111,0,0,0,345000
644,60,10793,0,5,5,1969,1969,0,493,287,0,780,780,840,0,1620,7,0,4,2,462,208,0,0,0,0,152000
645,20,9187,0,9,5,2009,2009,0,1121,0,645,1766,1766,0,0,1766,7,1,10,3,478,195,130,0,0,0,370878
646,20,10530,0,6,5,1971,1971,0,282,35,664,981,981,0,0,981,5,0,3,2,576,0,312,40,0,0,143250
647,20,7200,0,5,5,1950,1950,0,0,0,0,0,1048,0,0,1048,7,0,7,2,420,0,27,0,0,0,98300
648,20,10452,0,6,5,1953,1953,0,500,0,594,1094,1094,0,0,1094,5,2,6,2,495,0,0,0,0,287,155000
649,60,7700,0,6,5,1966,1966,0,0,0,756,756,1051,788,0,1839,7,1,6,2,442,0,124,216,0,0,155000
650,180,1936,0,4,6,1970,1970,0,131,499,0,630,630,0,0,630,3,0,12,0,0,0,0,0,0,0,84500
651,60,8125,0,7,6,2007,2007,0,0,0,813,813,822,843,0,1665,7,0,5,2,562,0,0,0,0,0,205950
652,70,9084,0,4,5,1940,1950,0,0,0,755,755,755,755,0,1510,7,1,10,1,296,120,0,0,0,0,108000
653,60,8750,0,7,5,1996,1996,0,0,0,880,880,909,807,0,1716,7,1,7,2,512,0,120,0,0,0,191000
654,50,10320,0,6,7,1906,1995,0,0,0,756,756,756,713,0,1469,7,0,6,1,216,57,0,239,0,0,135000
655,20,10437,0,8,6,1995,1995,0,1696,0,413,2109,2113,0,0,2113,7,1,8,3,839,236,46,0,0,0,350000
656,160,1680,0,6,5,1971,1971,0,0,0,525,525,525,567,0,1092,6,0,3,1,264,0,0,0,0,0,88000
657,20,10007,0,5,7,1959,2006,0,806,0,247,1053,1053,0,0,1053,5,0,8,1,312,0,0,0,0,0,145500
658,70,7200,0,7,6,1931,2000,0,0,0,776,776,851,651,0,1502,6,1,2,1,270,0,0,112,0,0,149000
659,50,17503,0,6,5,1948,1950,0,0,0,912,912,912,546,0,1458,6,1,1,1,330,192,0,0,0,0,97500
